Scheme_Name,Scheme_Category,Number_of_Beneficiaries,Benefit_Level,Ease_of_Access,Awareness_Level,Overall_Satisfaction,Feedback,Location,Age_Group,Gender,Occupation,Education_Level,Household_Income,Urban_or_Rural,Access_to_Resources,Scheme_Utility,Recommendation,Response_Date,Survey_Source
Amma Free Clinics,Infrastructure,3160,4,1,2,5,The scheme has positively impacted education opportunities for children.,Tirunelveli,Above 60,Female,Service,Graduate,Middle,Urban,5,1,1,2023-11-25 13:08:09.022,Online
Amma Unavagam Scheme,Infrastructure,2793,2,3,5,3,The scheme has significantly improved healthcare access in our area.,Tirunelveli,18-30,Other,Service,Graduate,Middle,Urban,5,2,3,2023-04-15 13:08:09.022,In-person
Amma Unavagam Scheme,Health,4991,3,4,1,2,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,31-45,Male,Student,Doctorate,Lower-Middle,Rural,3,1,5,2023-08-10 13:08:09.022,In-person
Pensión de Viudedad,Employment,3727,1,4,3,5,This initiative has boosted employment prospects for many in our community.,Madurai,31-45,Other,Homemaker,High School,Middle,Urban,4,1,4,2023-05-01 13:08:09.022,In-person
Kalaignar's Comprehensive Health Insurance Scheme,Infrastructure,1463,3,5,2,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Above 60,Male,Homemaker,High School,Lower-Middle,Urban,1,4,3,2023-08-06 13:08:09.022,In-person
Kalaignar's Wage Protection Scheme,Education,2081,5,1,4,1,The scheme has positively impacted education opportunities for children.,Coimbatore,18-30,Male,Student,High School,Low,Rural,5,1,4,2023-06-20 13:08:09.022,Phone
Green Tamil Nadu Mission,Education,1763,1,2,2,4,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,46-60,Male,Student,Primary School,Upper-Middle,Urban,2,2,5,2023-02-04 13:08:09.022,Phone
Green Tamil Nadu Mission,Education,1629,3,2,3,4,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,18-30,Other,Business,Graduate,Low,Urban,3,3,3,2023-11-30 13:08:09.022,Phone
Amma Unavagam Scheme,Health,2138,5,3,2,1,The scheme has significantly improved healthcare access in our area.,Madurai,Above 60,Female,Homemaker,High School,Low,Urban,4,4,1,2023-02-20 13:08:09.022,Phone
Pensión de Viudedad,Employment,3402,3,2,5,3,The scheme has positively impacted education opportunities for children.,Coimbatore,Under 18,Female,Business,High School,Lower-Middle,Urban,4,3,3,2023-09-24 13:08:09.022,Phone
Amma Free Clinics,Education,2337,5,4,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,46-60,Female,Student,High School,Upper-Middle,Urban,2,5,2,2023-03-02 13:08:09.022,In-person
Makkalai Thedi Maruthuvam,Employment,1406,5,4,2,4,The scheme has positively impacted education opportunities for children.,Coimbatore,Under 18,Male,Business,High School,Lower-Middle,Urban,2,3,1,2023-08-01 13:08:09.022,Online
Uzhavar Naal Scheme,Employment,4129,1,1,5,5,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,18-30,Female,Unemployed,High School,High,Rural,3,5,2,2023-03-05 13:08:09.022,Phone
Free DTH Scheme,Infrastructure,2775,2,3,4,2,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,Under 18,Male,Homemaker,High School,High,Urban,2,5,3,2023-03-22 13:08:09.022,In-person
Uzhavar Naal Scheme,Infrastructure,1382,5,2,1,5,The scheme has positively impacted education opportunities for children.,Salem,46-60,Female,Business,High School,Low,Rural,5,4,3,2023-03-24 13:08:09.022,Online
Amma Free Clinics,Infrastructure,809,5,1,2,5,The scheme has significantly improved healthcare access in our area.,Madurai,Under 18,Male,Business,Doctorate,Upper-Middle,Rural,4,3,4,2023-07-12 13:08:09.022,Online
Tamil Nadu Startup and Innovation Mission,Education,4844,1,5,4,4,The scheme has significantly improved healthcare access in our area.,Coimbatore,31-45,Male,Homemaker,Primary School,Lower-Middle,Urban,2,1,3,2023-03-28 13:08:09.022,In-person
Organic Farming Mission,Employment,4513,2,5,4,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,46-60,Male,Service,Graduate,High,Rural,1,4,1,2023-01-16 13:08:09.022,Phone
Pensión de Viudedad,Employment,3848,4,2,4,2,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,46-60,Female,Service,Graduate,High,Urban,2,4,2,2023-07-06 13:08:09.022,In-person
Transgender Welfare Board,Infrastructure,4879,4,2,3,2,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,18-30,Male,Service,Postgraduate,High,Urban,4,1,5,2023-08-17 13:08:09.022,Online
Organic Farming Mission,Infrastructure,763,2,2,2,2,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,46-60,Male,Homemaker,High School,Lower-Middle,Rural,5,3,2,2023-03-27 13:08:09.022,Phone
Amma Free Clinics,Health,2098,3,4,2,4,"Overall satisfied, but improvements can be made in ease of access.",Chennai,Above 60,Female,Business,High School,Low,Urban,2,4,4,2023-05-03 13:08:09.022,Online
Pensión de Viudedad,Infrastructure,3545,1,2,2,4,The scheme has significantly improved healthcare access in our area.,Coimbatore,46-60,Female,Business,High School,Low,Rural,5,5,5,2023-05-23 13:08:09.023,In-person
Kalaignar's Wage Protection Scheme,Health,3843,2,5,1,5,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,46-60,Male,Service,Doctorate,Lower-Middle,Urban,1,1,5,2023-07-15 13:08:09.023,In-person
Free Sanitary Napkin Scheme,Employment,1595,4,2,4,4,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,46-60,Male,Service,Doctorate,Lower-Middle,Urban,4,2,3,2023-10-26 13:08:09.023,Online
Kalaignar's Comprehensive Health Insurance Scheme,Employment,3404,5,3,2,3,The scheme has significantly improved healthcare access in our area.,Salem,46-60,Other,Unemployed,Doctorate,High,Rural,3,4,4,2023-07-29 13:08:09.023,Phone
Green Tamil Nadu Mission,Infrastructure,3863,4,5,5,3,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,Above 60,Other,Homemaker,Graduate,High,Urban,4,5,4,2023-01-08 13:08:09.023,In-person
Free DTH Scheme,Infrastructure,1953,5,3,3,2,The scheme has positively impacted education opportunities for children.,Tirunelveli,Under 18,Other,Unemployed,Doctorate,Middle,Urban,3,3,3,2023-07-11 13:08:09.023,Online
Free DTH Scheme,Infrastructure,4759,1,5,1,4,The scheme has positively impacted education opportunities for children.,Chennai,18-30,Female,Business,Postgraduate,Middle,Urban,3,3,1,2023-02-06 13:08:09.023,In-person
Ennum Ezhuthum,Education,1391,5,1,3,3,The scheme has positively impacted education opportunities for children.,Coimbatore,Above 60,Female,Homemaker,Postgraduate,Middle,Rural,4,1,3,2023-08-25 13:08:09.023,Online
Tamil Nadu Startup and Innovation Mission,Education,3681,2,5,4,5,The scheme has positively impacted education opportunities for children.,Tirunelveli,Under 18,Male,Service,Primary School,Low,Rural,3,5,4,2022-12-12 13:08:09.023,Phone
Free Sanitary Napkin Scheme,Health,3557,5,5,5,1,This initiative has boosted employment prospects for many in our community.,Tirunelveli,18-30,Male,Student,Postgraduate,Middle,Rural,5,1,5,2023-01-05 13:08:09.023,Online
Tamil Nadu Startup and Innovation Mission,Infrastructure,1736,3,3,4,5,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,31-45,Other,Unemployed,Primary School,Middle,Rural,1,4,1,2023-09-25 13:08:09.023,In-person
Climate Resilient Agriculture Scheme,Education,3796,2,3,2,1,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,31-45,Other,Student,Doctorate,Lower-Middle,Rural,2,1,4,2023-05-23 13:08:09.023,Phone
Nehru Trophy for Excellence in School Education,Health,3099,1,5,3,5,The scheme has positively impacted education opportunities for children.,Chennai,Above 60,Male,Student,Doctorate,Low,Rural,3,2,4,2023-05-25 13:08:09.023,In-person
Kalaignar's Comprehensive Health Insurance Scheme,Education,3252,2,5,5,3,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,18-30,Male,Service,High School,Low,Urban,3,1,3,2023-12-01 13:08:09.023,Online
Nehru Trophy for Excellence in School Education,Health,798,3,4,3,4,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Above 60,Female,Business,Doctorate,Low,Urban,4,1,2,2023-01-24 13:08:09.023,In-person
Makkalai Thedi Maruthuvam,Employment,2260,1,1,1,1,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,31-45,Other,Business,Doctorate,Low,Urban,5,4,4,2022-12-25 13:08:09.023,In-person
Amma Unavagam Scheme,Education,4197,4,1,5,4,"Overall satisfied, but improvements can be made in ease of access.",Chennai,31-45,Other,Student,Graduate,High,Rural,2,5,2,2023-08-09 13:08:09.023,Online
Climate Resilient Agriculture Scheme,Employment,4837,3,2,1,4,The scheme has positively impacted education opportunities for children.,Salem,Under 18,Other,Service,Primary School,Middle,Urban,3,2,1,2023-03-18 13:08:09.023,In-person
Nehru Trophy for Excellence in School Education,Infrastructure,954,1,5,5,3,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,Under 18,Other,Business,Graduate,Upper-Middle,Urban,5,1,5,2023-02-08 13:08:09.023,Phone
Green Tamil Nadu Mission,Health,3574,5,5,2,2,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,31-45,Female,Unemployed,Doctorate,High,Urban,2,4,2,2023-01-15 13:08:09.023,In-person
Naan Mudhalvan Scheme,Health,1807,2,5,3,2,This initiative has boosted employment prospects for many in our community.,Salem,31-45,Male,Unemployed,Doctorate,High,Urban,4,4,2,2023-07-31 13:08:09.023,Online
Pensión de Viudedad,Health,2877,1,5,3,1,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,Under 18,Other,Homemaker,Primary School,High,Urban,3,4,2,2023-11-07 13:08:09.023,Phone
Naan Mudhalvan Scheme,Infrastructure,1833,2,1,4,3,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,Above 60,Female,Business,Postgraduate,Low,Rural,4,5,2,2023-01-31 13:08:09.025,Phone
Free Sanitary Napkin Scheme,Infrastructure,3610,5,3,5,4,This initiative has boosted employment prospects for many in our community.,Chennai,Under 18,Other,Homemaker,Doctorate,Upper-Middle,Urban,4,1,2,2023-10-08 13:08:09.025,Online
Transgender Welfare Board,Education,302,1,4,5,5,"Overall satisfied, but improvements can be made in ease of access.",Chennai,31-45,Other,Homemaker,Postgraduate,Upper-Middle,Urban,3,3,1,2023-11-02 13:08:09.025,Online
Climate Resilient Agriculture Scheme,Infrastructure,3355,4,3,1,5,The scheme has positively impacted education opportunities for children.,Tirunelveli,Above 60,Female,Student,Doctorate,Low,Rural,5,2,4,2023-06-15 13:08:09.025,Online
Transgender Welfare Board,Education,4318,3,3,5,1,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,18-30,Male,Student,High School,Upper-Middle,Urban,5,3,5,2023-08-02 13:08:09.025,Phone
Kalaignar's Comprehensive Health Insurance Scheme,Education,4596,1,1,3,1,The scheme has significantly improved healthcare access in our area.,Tirunelveli,Above 60,Other,Unemployed,Primary School,Middle,Rural,4,5,4,2023-04-07 13:08:09.025,Phone
Ennum Ezhuthum,Infrastructure,866,5,4,5,1,This initiative has boosted employment prospects for many in our community.,Chennai,18-30,Male,Homemaker,Postgraduate,Middle,Rural,4,1,1,2023-04-17 13:08:09.025,Phone
Transgender Welfare Board,Infrastructure,4489,1,5,4,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,46-60,Male,Homemaker,Postgraduate,Middle,Urban,1,3,1,2023-08-13 13:08:09.025,Online
Nehru Trophy for Excellence in School Education,Education,2427,2,1,4,5,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Above 60,Female,Service,Graduate,Lower-Middle,Urban,2,3,2,2023-01-10 13:08:09.025,Phone
Free Sanitary Napkin Scheme,Employment,3031,1,1,3,3,The scheme has positively impacted education opportunities for children.,Salem,Under 18,Male,Service,Doctorate,Low,Rural,4,3,1,2023-10-01 13:08:09.025,In-person
Makkalai Thedi Maruthuvam,Education,297,4,4,3,3,This initiative has boosted employment prospects for many in our community.,Salem,46-60,Female,Business,Doctorate,Middle,Urban,4,2,1,2023-02-27 13:08:09.025,Online
Climate Resilient Agriculture Scheme,Infrastructure,2030,1,2,3,4,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,46-60,Other,Unemployed,High School,Lower-Middle,Rural,2,1,2,2023-12-02 13:08:09.025,Online
Organic Farming Mission,Health,3682,3,1,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,18-30,Male,Unemployed,Postgraduate,Lower-Middle,Urban,3,4,1,2023-10-25 13:08:09.025,Phone
Nehru Trophy for Excellence in School Education,Infrastructure,708,1,3,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Above 60,Female,Service,High School,Low,Urban,5,1,1,2022-12-29 13:08:09.025,Online
Pensión de Viudedad,Employment,3372,2,3,2,4,The scheme has significantly improved healthcare access in our area.,Coimbatore,Above 60,Female,Business,Postgraduate,High,Urban,3,3,1,2022-12-21 13:08:09.025,Phone
Climate Resilient Agriculture Scheme,Education,1247,1,5,1,2,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,31-45,Male,Service,Primary School,Middle,Urban,2,1,3,2023-02-10 13:08:09.025,Online
Amma Unavagam Scheme,Infrastructure,4382,4,1,5,4,This initiative has boosted employment prospects for many in our community.,Tiruchirappalli,31-45,Other,Business,Primary School,Lower-Middle,Urban,2,4,4,2023-11-20 13:08:09.025,Online
Kalaignar's Wage Protection Scheme,Infrastructure,3497,5,5,2,1,The scheme has significantly improved healthcare access in our area.,Tirunelveli,Above 60,Other,Business,Doctorate,Middle,Urban,1,2,3,2023-01-09 13:08:09.025,Phone
Free Laptop Scheme for College Students,Health,2611,1,1,2,2,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,Above 60,Female,Unemployed,Postgraduate,Middle,Urban,1,1,4,2023-07-27 13:08:09.025,Online
Green Tamil Nadu Mission,Employment,1894,1,4,4,5,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,18-30,Male,Homemaker,Graduate,High,Urban,5,1,2,2023-04-14 13:08:09.025,In-person
Climate Resilient Agriculture Scheme,Employment,759,3,1,5,3,The scheme has significantly improved healthcare access in our area.,Salem,18-30,Female,Service,High School,Middle,Rural,4,2,2,2023-04-02 13:08:09.025,Phone
Amma Free Clinics,Employment,2911,4,2,2,2,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,31-45,Other,Student,High School,Low,Urban,2,2,4,2023-07-29 13:08:09.025,Online
Climate Resilient Agriculture Scheme,Employment,1469,5,3,4,5,"Overall satisfied, but improvements can be made in ease of access.",Salem,Under 18,Male,Service,Primary School,Low,Urban,1,3,4,2023-04-23 13:08:09.025,In-person
Tamil Nadu Startup and Innovation Mission,Infrastructure,2086,2,4,1,4,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Under 18,Female,Business,Doctorate,Low,Rural,3,3,5,2023-01-17 13:08:09.025,In-person
Nehru Trophy for Excellence in School Education,Education,246,1,3,4,4,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,31-45,Female,Homemaker,High School,High,Urban,1,2,4,2023-08-15 13:08:09.025,Online
Amma Unavagam Scheme,Infrastructure,3319,5,5,1,1,"Overall satisfied, but improvements can be made in ease of access.",Madurai,18-30,Other,Unemployed,Graduate,Upper-Middle,Rural,3,4,4,2023-07-13 13:08:09.025,In-person
Ennum Ezhuthum,Employment,3011,2,4,3,1,This initiative has boosted employment prospects for many in our community.,Madurai,46-60,Other,Student,Doctorate,Low,Urban,1,3,2,2023-01-14 13:08:09.025,In-person
Nehru Trophy for Excellence in School Education,Infrastructure,1834,4,2,3,2,This initiative has boosted employment prospects for many in our community.,Tirunelveli,18-30,Female,Service,Doctorate,Middle,Urban,3,4,2,2023-11-19 13:08:09.025,Online
Nehru Trophy for Excellence in School Education,Employment,1943,4,3,4,3,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Above 60,Female,Business,Primary School,Middle,Rural,1,2,1,2023-08-26 13:08:09.025,Phone
Amma Free Clinics,Infrastructure,588,5,1,3,4,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Above 60,Other,Student,Doctorate,Upper-Middle,Rural,1,1,1,2023-08-11 13:08:09.025,Online
Tamil Nadu Startup and Innovation Mission,Infrastructure,3076,2,1,5,2,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,46-60,Male,Unemployed,Graduate,Upper-Middle,Rural,5,2,2,2023-11-10 13:08:09.026,Online
