Scheme_Name,Scheme_Category,Number_of_Beneficiaries,Benefit_Level,Ease_of_Access,Awareness_Level,Overall_Satisfaction,Feedback,Location,Age_Group,Gender,Occupation,Education_Level,Household_Income,Urban_or_Rural,Access_to_Resources,Scheme_Utility,Recommendation,Response_Date,Survey_Source
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3257,4,4,4,3,The scheme has significantly improved healthcare access in our area.,Tirunelveli,46-60,Female,Homemaker,Doctorate,Upper-Middle,Rural,1,2,4,2023-08-23 12:09:14.579,In-person
Midday Meal Scheme,Health,2725,1,2,2,1,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,46-60,Other,Student,High School,Upper-Middle,Urban,2,1,1,2023-09-02 12:09:14.579,Online
Midday Meal Scheme,Education,2829,1,2,1,4,The scheme has positively impacted education opportunities for children.,Tirunelveli,Under 18,Male,Service,Graduate,Upper-Middle,Urban,3,3,5,2023-09-19 12:09:14.579,In-person
Midday Meal Scheme,Health,1697,2,1,2,4,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,18-30,Male,Unemployed,Graduate,Middle,Urban,1,2,2,2023-08-12 12:09:14.579,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3160,4,1,2,5,"Overall satisfied, but improvements can be made in ease of access.",Salem,18-30,Male,Service,Primary School,Upper-Middle,Rural,5,1,1,2023-04-22 12:09:14.579,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,2793,2,3,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,Under 18,Other,Homemaker,Primary School,High,Urban,5,2,3,2023-09-14 12:09:14.579,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4991,3,4,1,2,Needs more awareness campaigns; many people are unaware of its benefits.,Salem,Under 18,Male,Service,Primary School,Upper-Middle,Urban,3,1,5,2023-07-15 12:09:14.579,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3727,1,4,3,5,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,31-45,Male,Business,Primary School,Middle,Rural,4,1,4,2023-06-22 12:09:14.579,Phone
Midday Meal Scheme,Infrastructure,1463,3,5,2,4,The scheme has positively impacted education opportunities for children.,Coimbatore,Under 18,Female,Unemployed,Doctorate,Low,Urban,1,4,3,2023-09-10 12:09:14.579,Phone
Midday Meal Scheme,Infrastructure,2081,5,1,4,1,The scheme has significantly improved healthcare access in our area.,Madurai,Under 18,Female,Homemaker,High School,Middle,Urban,5,1,4,2023-11-12 12:09:14.579,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,1763,1,2,2,4,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,31-45,Female,Student,Graduate,Middle,Rural,2,2,5,2023-08-14 12:09:14.579,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,1629,3,2,3,4,The scheme has positively impacted education opportunities for children.,Tirunelveli,31-45,Female,Unemployed,Graduate,Upper-Middle,Urban,3,3,3,2023-07-27 12:09:14.579,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Health,2138,5,3,2,1,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,46-60,Female,Business,High School,Middle,Urban,4,4,1,2023-04-14 12:09:14.580,Phone
Midday Meal Scheme,Infrastructure,3402,3,2,5,3,"Overall satisfied, but improvements can be made in ease of access.",Salem,Under 18,Male,Business,High School,Upper-Middle,Rural,4,3,3,2023-10-03 12:09:14.580,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,2337,5,4,5,3,The scheme has positively impacted education opportunities for children.,Tirunelveli,Above 60,Male,Homemaker,Primary School,Middle,Rural,2,5,2,2023-05-01 12:09:14.580,Phone
Midday Meal Scheme,Infrastructure,1406,5,4,2,4,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,18-30,Other,Homemaker,Primary School,Lower-Middle,Urban,2,3,1,2023-09-25 12:09:14.580,Online
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4129,1,1,5,5,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,18-30,Other,Business,Postgraduate,Low,Rural,3,5,2,2023-05-25 12:09:14.580,Phone
Midday Meal Scheme,Health,2775,2,3,4,2,This initiative has boosted employment prospects for many in our community.,Coimbatore,31-45,Male,Business,High School,Lower-Middle,Rural,2,5,3,2023-05-25 12:09:14.580,Phone
Midday Meal Scheme,Health,1382,5,2,1,5,The scheme has significantly improved healthcare access in our area.,Chennai,46-60,Other,Business,Postgraduate,High,Rural,5,4,3,2023-06-22 12:09:14.580,Online
Midday Meal Scheme,Health,809,5,1,2,5,"Overall satisfied, but improvements can be made in ease of access.",Madurai,18-30,Other,Student,Postgraduate,High,Urban,4,3,4,2023-05-04 12:09:14.580,Phone
Midday Meal Scheme,Infrastructure,4844,1,5,4,4,The scheme has significantly improved healthcare access in our area.,Salem,18-30,Female,Student,Graduate,Low,Urban,2,1,3,2022-12-25 12:09:14.580,Phone
Midday Meal Scheme,Employment,4513,2,5,4,4,This initiative has boosted employment prospects for many in our community.,Tirunelveli,18-30,Male,Service,High School,Low,Urban,1,4,1,2023-12-02 12:09:14.580,In-person
Midday Meal Scheme,Employment,3848,4,2,4,2,The scheme has significantly improved healthcare access in our area.,Madurai,18-30,Other,Homemaker,High School,Upper-Middle,Urban,2,4,2,2023-01-21 12:09:14.580,Online
Midday Meal Scheme,Employment,4879,4,2,3,2,The scheme has significantly improved healthcare access in our area.,Coimbatore,31-45,Female,Service,High School,High,Rural,4,1,5,2023-07-02 12:09:14.580,Online
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,763,2,2,2,2,This initiative has boosted employment prospects for many in our community.,Coimbatore,18-30,Male,Business,Doctorate,Middle,Rural,5,3,2,2023-07-04 12:09:14.580,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,2098,3,4,2,4,"Overall satisfied, but improvements can be made in ease of access.",Coimbatore,Above 60,Female,Service,Doctorate,High,Rural,2,4,4,2023-10-19 12:09:14.580,In-person
Midday Meal Scheme,Education,3545,1,2,2,4,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,18-30,Male,Student,Graduate,Lower-Middle,Urban,5,5,5,2023-03-26 12:09:14.580,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3843,2,5,1,5,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Above 60,Other,Student,High School,Upper-Middle,Rural,1,1,5,2023-08-18 12:09:14.580,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1595,4,2,4,4,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,Under 18,Female,Student,Doctorate,Low,Urban,4,2,3,2023-10-29 12:09:14.580,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3404,5,3,2,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,Under 18,Female,Homemaker,Primary School,Lower-Middle,Urban,3,4,4,2023-06-05 12:09:14.580,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,3863,4,5,5,3,The scheme has significantly improved healthcare access in our area.,Salem,Under 18,Male,Service,Graduate,High,Rural,4,5,4,2023-10-29 12:09:14.580,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Health,1953,5,3,3,2,The scheme has significantly improved healthcare access in our area.,Tirunelveli,46-60,Male,Student,Primary School,Lower-Middle,Urban,3,3,3,2023-07-21 12:09:14.580,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Employment,4759,1,5,1,4,The scheme has positively impacted education opportunities for children.,Madurai,Above 60,Other,Unemployed,Primary School,Upper-Middle,Rural,3,3,1,2023-01-23 12:09:14.580,In-person
Midday Meal Scheme,Health,1391,5,1,3,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,18-30,Other,Student,Primary School,Upper-Middle,Rural,4,1,3,2022-12-21 12:09:14.580,Phone
Midday Meal Scheme,Health,3681,2,5,4,5,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,Above 60,Male,Unemployed,Doctorate,Lower-Middle,Rural,3,5,4,2023-03-29 12:09:14.580,Phone
Midday Meal Scheme,Health,3557,5,5,5,1,The scheme has significantly improved healthcare access in our area.,Madurai,18-30,Male,Unemployed,Primary School,Middle,Urban,5,1,5,2023-03-07 12:09:14.580,Online
Midday Meal Scheme,Health,1736,3,3,4,5,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Above 60,Female,Business,Postgraduate,Lower-Middle,Rural,1,4,1,2023-12-09 12:09:14.580,Online
Midday Meal Scheme,Employment,3796,2,3,2,1,Needs more awareness campaigns; many people are unaware of its benefits.,Tirunelveli,31-45,Female,Business,Doctorate,Lower-Middle,Rural,2,1,4,2023-05-08 12:09:14.580,Phone
Midday Meal Scheme,Health,3099,1,5,3,5,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,31-45,Male,Student,Primary School,High,Urban,3,2,4,2023-09-04 12:09:14.580,Online
Midday Meal Scheme,Education,3252,2,5,5,3,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,31-45,Male,Service,High School,Lower-Middle,Rural,3,1,3,2023-04-03 12:09:14.580,Online
Midday Meal Scheme,Health,798,3,4,3,4,"Overall satisfied, but improvements can be made in ease of access.",Tirunelveli,Above 60,Male,Student,Doctorate,Middle,Urban,4,1,2,2023-02-20 12:09:14.580,In-person
Midday Meal Scheme,Education,2260,1,1,1,1,"Overall satisfied, but improvements can be made in ease of access.",Salem,18-30,Other,Business,High School,Low,Rural,5,4,4,2023-11-09 12:09:14.580,Phone
Midday Meal Scheme,Education,4197,4,1,5,4,This initiative has boosted employment prospects for many in our community.,Salem,31-45,Male,Homemaker,Postgraduate,Lower-Middle,Rural,2,5,2,2023-06-20 12:09:14.580,Phone
Midday Meal Scheme,Health,4837,3,2,1,4,This initiative has boosted employment prospects for many in our community.,Coimbatore,Above 60,Female,Student,Postgraduate,Low,Urban,3,2,1,2022-12-26 12:09:14.580,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,954,1,5,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Madurai,Above 60,Male,Homemaker,Postgraduate,High,Rural,5,1,5,2023-04-24 12:09:14.580,Online
Midday Meal Scheme,Infrastructure,3574,5,5,2,2,This initiative has boosted employment prospects for many in our community.,Tirunelveli,18-30,Male,Unemployed,High School,Upper-Middle,Rural,2,4,2,2023-03-05 12:09:14.580,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,1807,2,5,3,2,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Under 18,Female,Business,Postgraduate,Middle,Urban,4,4,2,2023-01-04 12:09:14.580,Online
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,2877,1,5,3,1,The scheme has significantly improved healthcare access in our area.,Madurai,31-45,Female,Business,High School,Middle,Urban,3,4,2,2023-04-23 12:09:14.580,Phone
Midday Meal Scheme,Infrastructure,1833,2,1,4,3,"Overall satisfied, but improvements can be made in ease of access.",Salem,18-30,Male,Service,Postgraduate,Upper-Middle,Urban,4,5,2,2023-05-28 12:09:14.580,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3610,5,3,5,4,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,46-60,Male,Unemployed,Doctorate,High,Rural,4,1,2,2023-05-13 12:09:14.580,In-person
Midday Meal Scheme,Employment,302,1,4,5,5,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,Under 18,Female,Homemaker,Doctorate,Lower-Middle,Rural,3,3,1,2022-12-19 12:09:14.580,Online
Midday Meal Scheme,Infrastructure,3355,4,3,1,5,This initiative has boosted employment prospects for many in our community.,Tirunelveli,46-60,Other,Service,Primary School,Low,Urban,5,2,4,2022-12-13 12:09:14.580,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,4318,3,3,5,1,The scheme has positively impacted education opportunities for children.,Madurai,18-30,Male,Service,High School,Lower-Middle,Rural,5,3,5,2023-08-28 12:09:14.580,In-person
Midday Meal Scheme,Education,4596,1,1,3,1,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,31-45,Male,Business,Postgraduate,Low,Urban,4,5,4,2023-08-28 12:09:14.580,Phone
Midday Meal Scheme,Education,866,5,4,5,1,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,46-60,Other,Unemployed,Primary School,Lower-Middle,Urban,4,1,1,2023-04-03 12:09:14.580,Online
Midday Meal Scheme,Infrastructure,4489,1,5,4,3,The scheme has positively impacted education opportunities for children.,Tiruchirappalli,18-30,Female,Homemaker,Doctorate,Middle,Rural,1,3,1,2023-09-21 12:09:14.580,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,2427,2,1,4,5,"Overall satisfied, but improvements can be made in ease of access.",Salem,31-45,Other,Business,Doctorate,Low,Urban,2,3,2,2023-12-11 12:09:14.580,In-person
Midday Meal Scheme,Employment,3031,1,1,3,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,18-30,Other,Service,Doctorate,Low,Rural,4,3,1,2023-05-23 12:09:14.580,In-person
Midday Meal Scheme,Infrastructure,297,4,4,3,3,Needs more awareness campaigns; many people are unaware of its benefits.,Chennai,Under 18,Male,Unemployed,High School,High,Rural,4,2,1,2023-04-27 12:09:14.580,Phone
Midday Meal Scheme,Employment,2030,1,2,3,4,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,31-45,Other,Service,Graduate,High,Urban,2,1,2,2023-11-01 12:09:14.580,In-person
Midday Meal Scheme,Infrastructure,3682,3,1,5,3,The scheme has positively impacted education opportunities for children.,Madurai,46-60,Other,Student,Primary School,Upper-Middle,Rural,3,4,1,2023-03-05 12:09:14.580,Online
Chief Minister's Comprehensive Health Insurance Scheme,Education,708,1,3,5,3,This initiative has boosted employment prospects for many in our community.,Madurai,Above 60,Male,Business,Postgraduate,Middle,Rural,5,1,1,2023-02-04 12:09:14.580,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,3372,2,3,2,4,"Overall satisfied, but improvements can be made in ease of access.",Tiruchirappalli,46-60,Female,Service,Graduate,High,Rural,3,3,1,2023-11-30 12:09:14.580,Phone
Midday Meal Scheme,Employment,1247,1,5,1,2,The scheme has positively impacted education opportunities for children.,Tirunelveli,Under 18,Male,Business,Doctorate,Middle,Rural,2,1,3,2023-03-07 12:09:14.580,Online
Midday Meal Scheme,Infrastructure,4382,4,1,5,4,The scheme has positively impacted education opportunities for children.,Tirunelveli,Above 60,Male,Business,Primary School,Lower-Middle,Urban,2,4,4,2023-02-14 12:09:14.580,Online
Chief Minister's Comprehensive Health Insurance Scheme,Health,3497,5,5,2,1,This initiative has boosted employment prospects for many in our community.,Salem,46-60,Female,Homemaker,Doctorate,Upper-Middle,Rural,1,2,3,2023-05-23 12:09:14.580,In-person
Midday Meal Scheme,Employment,2611,1,1,2,2,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,18-30,Female,Student,Postgraduate,Lower-Middle,Urban,1,1,4,2023-05-17 12:09:14.580,In-person
Midday Meal Scheme,Infrastructure,1894,1,4,4,5,"Overall satisfied, but improvements can be made in ease of access.",Salem,Above 60,Female,Unemployed,Doctorate,Upper-Middle,Rural,5,1,2,2023-08-06 12:09:14.580,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,759,3,1,5,3,Needs more awareness campaigns; many people are unaware of its benefits.,Tiruchirappalli,Above 60,Female,Homemaker,Primary School,High,Rural,4,2,2,2023-05-16 12:09:14.580,In-person
Midday Meal Scheme,Employment,2911,4,2,2,2,The scheme has significantly improved healthcare access in our area.,Tiruchirappalli,18-30,Male,Service,Postgraduate,Middle,Urban,2,2,4,2023-11-03 12:09:14.580,In-person
Chief Minister's Comprehensive Health Insurance Scheme,Infrastructure,1469,5,3,4,5,The scheme has positively impacted education opportunities for children.,Madurai,31-45,Other,Business,Primary School,Lower-Middle,Rural,1,3,4,2023-05-10 12:09:14.580,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Education,2086,2,4,1,4,Needs more awareness campaigns; many people are unaware of its benefits.,Coimbatore,46-60,Female,Unemployed,Graduate,Low,Urban,3,3,5,2023-06-27 12:09:14.580,In-person
Midday Meal Scheme,Education,246,1,3,4,4,"Overall satisfied, but improvements can be made in ease of access.",Madurai,46-60,Female,Homemaker,Postgraduate,Low,Urban,1,2,4,2022-12-15 12:09:14.580,Phone
Chief Minister's Comprehensive Health Insurance Scheme,Employment,3319,5,5,1,1,The scheme has positively impacted education opportunities for children.,Chennai,46-60,Other,Homemaker,Primary School,Upper-Middle,Rural,3,4,4,2022-12-15 12:09:14.580,In-person
